do konč i t	PRII
do konč ova t	PRII
do kop a t	PRII
do kos i t	PRII
do koup i t	PRII
do kral ova t	PRII
do kulh a t	PRII
dokument	R
dokument ova t	RII
do kup ova t	PRII
do kvas i t	PRII
do kvét a t	PRII
do káz a t	PRII
do křik nou t	PRII
do lad i t	PRII
do let ě t	PRII
do lož i t	PRII
do lét a t	PRII
do lé v a c í	PRSISI
do lé v a t	PRSII
do léz a t	PRII
do léz t	PRI
do léč i t	PRII
do lí t	PRI
do lít a t	PRII
do lí v a t	PRSII
do líz a t	PRII
do líč i t	PRII
dom a	RI
do mal ova t	PRII
do mlouv a t	PRII
do mluv en ý	PRSI
do mluv i t	PRII
do mlát i t	PRII
do ml í t	PRII
dom ov n ík	RSSS
do mysl e t	PRII
dom á c í	RSSI
do máh a t	PRII
do mý t	PRI
do mýšl e t	PRII
do měř i t	PRII
do nos i t	PRII
do nuc ova t	PRII
do nut i t	PRII
do náš e t	PRII
do nés t	PRI
do ob jedn a t	PPRII
do ob jedn á v a t	PPRSSII
do o sidl ova t	PPRII
do o sídl i t	PPRII
do pad a t	PRII
do pal ova t	PRII
do plav i t	PRII
do plaz i t	PRII
do pln ěn í	PRSI
do plét a t	PRII
do plíž i t	PRII
do plň ova t	PRII
do po moc i	PPRI
do po ruč en ý	PPRSI
do po ruč i t	PPRII
do po ruč ova t	PPRII
do poušt ě t	PRII
do po víd a t	PPRII
do po věd ě t	PPRII
do prac ova t	PRII
do prac ová v a t	PRSSII
do pr a t	PRII
do prav i t	PRII
do prav ova t	PRII
do proš ova t	PRII
do pr á n í	PRSSI
do pt a t	PRII
do pt á v a t	PRSSII
do pál en ě	PRSI
do pál i t	PRII
do pátr a t	PRII
do pátr á v a t	PRSSII
do péc i	PRI
do pék a t	PRII
do pík a t	PRII
do pín a t	PRII
do přá t	PRI
do přá v a t	PRSII
do raz i t	PRII
do roz um ě n í	PPRISI
do ruč en í	PRSI
do ruč i t	PRII
do ruč ova t	PRII
do rý t	PRI
do sah ova t	PRII
do sah uj íc í	PRSSI
do saž en í	PRSI
do sch nou t	PRII
do sek a t	PRII
do sidl ova t	PRII
do skoč i t	PRII
do skák a t	PRII
do slouž i t	PRII
do sluh ova t	PRII
do sn í t	PRII
do soud i t	PRII
do sp a t	PRII
do sp á v a t	PRSSII
do spí v aj íc í	PRSSSI
do spí v a t	PRSII
do spě t	PRI
do stač i t	PRII
do stač i teln ost	PRISS
do stih	PR
do stih nou t	PRII
do stih ova t	PRII
do stoup a n ý	PRISI
do strk a t	PRII
do stroj i t	PRII
do stroj ova t	PRII
do stud ova t	PRII
do stá t	PRI
do střel i t	PRII
do střík a t	PRII
do suš ova t	PRII
do syc ova t	PRII
do syp a t	PRII
do syp á v a t	PRSSII
do sídl i t	PRII
do sýp a t	PRII
do tah a t	PRII
do tah ova t	PRII
do taz ova t	PRII
do tik a t	PRII
do tisk nou t	PRII
do tk nou t	PRII
do tlač i t	PRII
do tlouk a t	PRII
do trh a t	PRII
do trp ě t	PRII
do tvoř i t	PRII
do tvrd i t	PRII
do tvrz ova t	PRII
do táh nou t	PRII
do táz a t	PRII
do téc i	PRI
do ték a t	PRII
do těsň ová n í	PRSSI
dou t	RI
do uč i t	PRII
do uč ova t	PRII
do vez en ý	PRSI
do vléc i	PRI
do vlék a t	PRII
do vol a t	PRII
do vol i t	PRII
do vol uj íc í	PRSSI
do vol á v a t	PRSSII
do voz	PR
do vrš i t	PRII
do vrš ova t	PRII
do vtíp i t	PRII
do véz t	PRI
do víd a t	PRII
do ví t	PRI
do věd ě t	PRII
do vř í t	PRII
do zn a t	PRII
do zn á v a t	PRSSII
do zn í t	PRII
do zn í v a t	PRISII
do zrá t	PRI
do zrá v a t	PRSII
do zvon i t	PRII
do z víd a t	PPRII
do z věd ě t	PPRII
do čerp a t	PRII
do čk a t	PRII
do řez a t	PRII
do říc i	PRI
do řík á v a t	PRSSII
do šláp nou t	PRII
do šour a t	PRII
do špin i t	PRII
do žad ova t	PRII
do žebr a t	PRII
do žebr á v a t	PRSSII
do žr a t	PRII
do žír a t	PRII
drah ouš ek	RSI
drah ý	RI
draž i t	RII
drb a n ý	RISI
drb a t	RII
drb nou t	RII
drk a t	RII
drk nou t	RII
drk ot a t	RSII
drnc a t	RII
drnc nou t	RII
drob et	RS
drob i t	RII
drob n ost	RSS
drob n ý	RSI
drol i t	RII
drt iv ý	RSI
druh	R
druž i t	RII
dráh a	RI
dráp a t	RII
dráp ek	RI
dráp nou t	RII
drás a t	RII
drát k ova t	RIII
drát ova t	RII
drážd i t	RII
dráž k ova t	RIII
drž e t	RII
duch	R
duch ař	RS
duch ovn í	RSI
duch ov n ě	RSSI
dum a t	RII
dup a t	RII
dup nou t	RII
dup á n í	RSSI
dus a t	RII
dus i t	RII
duš e	RI
duš ev n í	RRSI
duš ova t	RII
dvor ek	RI
dvor n í	RSI
dvoř i t	RII
dáv i t	RII
díl	R
díl ek	RI
díl em	RI
díl n a	RSI
dír k a	RII
dír k ova t	RIII
dí t	RI
dít ě	RI
dív a t	RII
dív enk a	RSI
dív k a	RII
dých a teln ý	RISI
dých nou t	RII
dým a t	RII
dým k a	RII
děc k o	RIS
děd eček	RS
děd ečk ův	RSI
děd i t	RII
dě j íc í	RRSI
děk ova t	RII
děl a t	RII
děl en ý	RSI
děl i t	RII
děl ník	RS
děl á n í	RSSI
děl á v a t	RSSII
dě n í	RSI
děr av ě t	RSII
děs	R
děs i t	RII
děs n ý	RSI
děs n ě	RSI
dět in št ě t	RSSII
dět sk ý	RII
děv a	RI
děv če	RS
děv č át k o	RSSIS
děť át k o	RSIS
dřev ař sk ý	RSII
dřev n at ě t	RSSII
dřev ě n ý	RISI
dřev ěn ě t	RSII
dřím a t	RII
dř í t	RII
dřív k o	RIS
důl ek	RI
dům	R
dů tk l iv ě	PRSSI
dů věř ova t	PRII
edit or sk ý	RSII
elektr ick ý	RII
elektř in a	RSI
energ et ik a	RSSI
energ et iz ova n ý	RSSISI
energ i e	RII
e nerv ova t	IRII
estet ik a	RSI
evrop sk ý	RII
exist enc e	RSI
exist enč n í	RSSI
exist ova t	RII
exist uj íc í	RSSI
experiment ova c í	RISI
experiment ova t	RII
ex port n í	RRSI
ex port ova t	RRII
faleš	R
faleš n ý	RSI
falš ova n ý	RISI
falš ová n í	RSSI
fax	R
fax ova c í	RISI
fax ov ý	RSI
faš izova n ý	RSSI
faš iz ova t	RSII
feder ova t	RII
fik nou t	RII
film	R
film ov ý	RSI
filtr ova t	RII
financ e	RI
financ ová n í	RSSI
finanč n ic tv í	RSSSI
finanč n í	RSI
finanč ník	RS
fint i t	RII
fix ova t	RII
flák a t	RII
flák nou t	RII
form a	RI
form ač n í	RSSI
form ová n í	RSSI
fouk a t	RII
fouk nou t	RII
frk a t	RII
frk nou t	RII
fráz ova t	RII
fréz ova t	RII
frč e t	RII
fung ova t	RII
fung ová n í	RSSI
fung uj íc í	RSSI
funkc e	RI
funkc ion ál n í	RRSSI
fár a t	RII
fáz e	RI
fňuk a t	RII
generál n í	RSI
german iz ova t	RSII
germán sk ý	RII
gum a	RI
had	R
hal i t	RII
han a	RI
han b a	RII
han b i t	RIII
handl ova t	RII
han ě t	RII
harmon ic k ý	RSII
harmon i e	RII
harmon iz ova t	RSII
harmon ova t	RII
has i č sk ý	RISII
has nou t	RII
hec ova t	RII
hek a t	RII
hlad c e	RSI
hlad i t	RII
hlad k ý	RII
hlad ov ý	RSI
hlad ov ě t	RSII
hlas	R
hlas it ě	RII
hlas ova t	RII
hlav a	RI
hlav eň	RI
hlav ičk a	RSI
hlav n í	RSI
hlav n ě	RSI
hled a n ý	RISI
hled a t	RII
hled isk o	RSS
hled á n í	RSSI
hled í	RI
hled ě t	RII
hlod a t	RII
hloub a t	RII
hloub i t	RII
hloup nou t	RII
hloup ý	RI
hlt a t	RII
hlub oc e	RRI
hlub ok o	RIS
hluch nou t	RII
hluch ý	RI
hluk	R
hlup ák	RS
hluč e t	RII
hlás a t	RII
hlás i t	RII
hlás k a	RII
hlás k ova t	RIII
hlíd a t	RII
hlíd k ova t	RIII
hlín a	RI
hmat a t	RII
hmát nou t	RII
hni l ob a	RSSI
hnus i t	RII
hn á t	RSI
hnízd i t	RII
hnízd o	RS
hněd nou t	RII
hněd ý	RI
hněv a t	RII
hobl ova t	RII
hod n ost n í	RSSSI
hod n ý	RSI
hod n ě	RSI
hol en ě	RSI
hol eň	RI
hol i t	RII
hol k a	RII
hol ot a	RSI
holoub ě	RI
holub	R
holub ič k a	RSII
hol č ičk a	RSSI
hon em	RI
hon i t	RII
hon i čk a	RIRI
hop k a t	RIII
hop k ova t	RIII
horl i t	RII
hor n í	RSI
hospod ař en í	RSSI
hospod ař i t	RSII
hospod yn ě	RSI
hospod ář sk ý	RSII
hospod ář ství	RSS
host	R
host inec	RS
host in sk y	RSII
host i t	RII
host ova t	RII
hotel	R
hotel nic tv í	RSSI
hotov i t	RII
hotov ý	RI
houb a	RI
houk a t	RII
houk nou t	RII
houp a t	RII
houp a čk a	RIRI
houst nou t	RII
hovor	R
hovoř i t	RII
hořk ost	RS
hrab a l	RIS
hrad b a	RII
hrad eb n í	RSSI
hrad ec	RI
hrad i t	RII
hrad išt ě	RSI
hran ič i t	RSII
hrb i t	RII
hrb áč ův	RSI
hrd in stv í	RSSI
hrk a t	RII
hrk ot a t	RSII
hr nou t	RII
hrnéč ek	RI
hrníč ek	RI
hrob ník ův	RSI
hrom	R
hromad a	RI
hromad i t	RII
hrom ova t	RII
hromád k a	RII
hrot i t	RII
hroz i t	RII
hroz n ý	RSI
hroz n ě	RSI
hrub ec	RI
hryz nou t	RII
hráb nou t	RII
hrá t	RI
hrá v á n í	RSSSI
hrá č	RS
hrůz a	RI
hub en ý	RSI
hub en ě t	RSII
hub i t	RII
hub ičk ova t	RSII
hub nou t	RII
hud b a	RII
hul i t	RII
hulák a t	RII
hust i t	RII
hust ý	RI
hutn ý	RI
hvízd a t	RII
hvízd nou t	RII
hvězd ičk a	RSI
hvězd ář	RS
hyzd i t	RII
hád a t	RII
hád á n í	RSSI
háj i t	RII
hák ova t	RII
ház e t	RII
háč ek	RI
háč k ova t	RIII
hýb a t	RII
hýb á n í	RSSI
hřeš i t	RII
hřm í t	RII
hřm ě t	RII
hřá t	RI
hřích	R
hřím a t	RII
hříš n ík	RSS
ideal iz ova t	RSII
ideal iz uj íc í	RSSSI
ideál	R
ideál n í	RSI
ilustr ov an ý	RSSI
index	R
in filtr ova t	PRII
in form ac e	PRSI
in form ač n í	PRSSI
inov ace	RS
in scen ova t	PRII
in stal ac e	PRSI
instrument ova t	RII
integr ova t	RII
intelekt	R
intelekt uál n í	RSSI
intelekt u ál n ě	RSSSI
intelekt uál sk ý	RSII
intrik ova t	RII
izol ov an ost	RSSS
izol ova t	RII
jadr n ý	RSI
jan k ova t	RIII
jan k ov sk ý	RISII
jan č i t	RSII
jas n o	RSS
jas n ý	RSI
jas n ě	RSI
jedn a t	RII
jedn a tel	RIS
jedn ot i t	RSII
jedn ot liv ec	RSSI
jedn ot liv ost	RSSS
jedn ot liv ý	RSSI
jedn á n í	RSSI
jehl a	RI
je t	RI
jev	R
jev i t	RII
jev išt ě	RSI
jezd i t	RII
ječ e t	RII
jež at ý	RSI
jež i t	RII
jiskr a	RI
jiskr n ý	RSI
jiskř i t	RII
jist ot a	RSI
jist ý	RI
jist ě	RI
jmen ova t	RII
jmen ovit ě	RSI
jmén o	RS
jás a t	RII
jím a t	RII
jís t	RI
jí t	RI
jízd a	RI
jízd n í	RSI
jód ova t	RII
kadeř i t	RII
kal i t	RII
kamarád	R
kamarád i t	RII
kamen ova t	RII
kamen í	RI
kamen ě t	RII
kanal iz ova t	RSII
kanál	R
kap al n i t	RSSII
kap al n ě t	RSSII
kapitál n í	RSI
kap ičk a	RSI
kap ičk ov ě	RSSI
kap k a	RII
kaps ičk a	RSI
kaps ář	RS
kart a	RI
kart ova t	RII
kartáč ek	RI
kartáč ova t	RII
kašel	R
kašl a t	RII
kec a t	RII
klad iv ář	RSS
klam a t	RII
klam á n í	RSSI
klap a t	RII
klap nou t	RII
klasic k ý	RII
klek a t	RII
klek nou t	RII
klep a t	RII
klep n a	RSI
klep nou t	RII
kles nou t	RII
klest i t	RII
kleč e t	RII
klešt i t	RII
klid	R
klid i t	RII
klid n ý	RSI
klih ova t	RII
klik at i t	RSII
klim a	RI
klim atick ý	RRI
klon i t	RII
klop i t	RII
klopýt a t	RII
klopýt av ě	RSI
kloub i t	RII
klouz a t	RII
klov a t	RII
klov nou t	RII
klub a t	RII
klus a t	RII
klábos i t	RII
klás t	RI
klát i t	RII
klín	R
klín ova t	RII
klí t	RI
klíč	R
klíč i t	RII
klíž i t	RII
kmit a t	RII
kmit nou t	RII
knih ova t	RII
knih ovn a	RSI
kníž e	RI
kníž k a	RII
koc ouř í	RSI
kodrc a t	RII
koj en ec	RSI
koj i t	RII
koj n á	RSS
kokt a l	RIS
kokt a t	RII
ko labor ova t	PRII
koled ova t	RII
kol em	RI
kol k ova t	RIII
kol o	RS
kolon iz ova t	RSII
kol ova t	RII
koléb a t	RII
kolíb a t	RII
kol ík ova t	RSII
kombin ac e	RSI
kombin ova n ý	RISI
koment ova t	RII
koment át or	RSS
komor a	RI
komor n ík	RSS
kompil ova t	RII
kom pon ova t	RRII
kompost ova t	RII
komun ik ac e	RSSI
kon a t	RII
konc ov ě	RSI
kondenz átor	RS
konec	R
konejš i t	RII
koneč ek	RI
koneč n ík	RSS
koneč n ě	RSI
kon feder ova t	RRII
kon sign ova t	RRII
kon struk c e	RRSI
kontrol a	RI
kontrol ova t	RII
konzult ac e	RSI
konzult ova t	RII
kon íčk ova t	RSII
ko oper ac e	PRSI
ko oper ova t	PRII
ko ordin ova t	PRII
kop a nec	RIS
kop nou t	RII
kor a t	RII
ko rmout i t	PRII
kor n at ě t	RSSII
kos i t	RII
kost	R
kost ičk a	RSI
kost n at ě t	RSSII
kost ra	RI
kotv a	RI
kotv i t	RII
kot ě	RI
kouk a t	RII
koul e	RI
koul e t	RII
koul ova t	RII
koup el	RR
koup i t	RII
koup á n í	RSSI
koup ě	RI
kous a t	RII
kous nou t	RII
kouzel n ic e	RSSI
kouzel n ík	RSS
kouzl i t	RII
kouzl o	RS
kouř i t	RII
koč ič í	RSI
koč k ova t	RIII
koč ova t	RII
koč í	RI
kořen i t	RII
kořist	R
kořist i t	RII
kož en ý	RSI
kraj an	RS
kraj n ost	RSS
kraj án ek	RSI
kral ova t	RII
kral ová n í	RSSI
kram ař i t	RSII
kras av ic e	RSSI
krev	R
krev n í	RSI
krk a t	RII
krk nou t	RII
krm i t	RII
krok	R
krok em	RI
krop i t	RII
krot i t	RII
krot nou t	RII
krouh a t	RII
krout i t	RII
krouž ek	RI
krouž k ova t	RIII
kruh	R
kruš i t	RII
krv av ý	RSI
krv ác e t	RSII
krystal ova t	RII
kry t í	RII
krád ež	RS
kráj e t	RII
král k a	RII
král ov n a	RSSI
král ov sk ý	RSII
král ov stv í	RSSI
král ův	RI
krám ek	RI
krám y	RI
krás a	RI
krás n ě	RSI
krás n ě t	RSII
krás t	RI
krát c e	RSI
krát i t	RII
krát k ý	RII
kráč e t	RII
kráš l ic í	RSSI
kráš l i t	RSII
krý t	RI
krč i t	RII
kuch a t	RII
kuk a t	RII
kul at ě t	RSII
kulh a t	RII
kulh a v ý	RISI
kul i t	RII
kult iv ova t	RSII
kult ur a	RSI
kult ur n ost	RSSS
kult ur n í	RSSI
kup a	RI
kup i t	RII
kup k ova t	RIII
kup ova t	RII
kut a t	RII
kut i t	RII
kutál e t	RII
kuř ác k ý	RSII
kvap i t	RII
kvas i t	RII
kvet ou c í	RSSI
kyd a t	RII
kyp ě t	RII
kys a t	RII
kys el i t	RRII
kys nou t	RII
kác e t	RII
kál e t	RII
kámen	R
kár a t	RII
ká t	RI
káz a t	RII
kód	R
kýv a t	RII
kýv nu t í	RSII
křeh k ý	RII
křeh nou t	RII
křes a t	RII
křes nou t	RII
křesť an sk y	RSII
křik	R
křik nou t	RII
křiv i t	RII
křiv k a	RII
křič e t	RII
křiž ova t	RII
křup a t	RII
křup nou t	RII
křáp a t	RII
křáp nou t	RII
křís nou t	RII
kříž	R
kříž ek	RI
kříž i t	RII
kříž k ova t	RIII
kříž ovník ův	RSI
kříž ov ý	RSI
kůl n ičk a	RSSI
kůň	R
kůž e	RI
kůž ičk a	RSI
labor ova t	RII
lad i t	RII
lad ěn í	RSI
lahod i t	RII
lak ýr ová n í	RSSSI
lan ař i t	RSII
lap a t	RII
lap i t	RII
lap nou t	RII
lask a t	RII
lask av ý	RSI
lask a v ě	RISI
latin sk y	RII
lecht a t	RII
led	R
led ova t	RII
led ov ec	RSI
led ov ý	RSI
led ov ě	RSI
legitim n í	RSI
legitim ova n ý	RISI
legitim ova t	RII
legál ní	RS
lek a t	RII
lek nou t	RII
lem ova t	RII
len i t	RII
len och	RS
len ost	RS
lept a t	RII
lesk l ý	RSI
lesk nou t	RII
les n í	RSI
let	R
let a dl o	RISS
let ec k ý	RIII
let it ý	RII
let n í	RSI
let os	RS
let áč ek	RSI
lev ý	RI
lešt i t	RII
lež	R
liberal iz ac e	RSSI
lichot i t	RII
lid ov ý	RSI
lid sk y	RII
likvid ac e	RSI
likvid ova t	RII
limit ova t	RII
lini e	RI
lis ova t	RII
list	R
list ova t	RII
lit ova t	RII
liš en í	RSI
lod ičk a	RSI
lok al iz ova t	RSSII
lok ální	RS
lom i t	RII
los	R
los ova t	RII
loud a t	RII
loud i t	RII
louh ova t	RII
loup a t	RII
loup ež i t	RSII
loup ež n ic tv í	RSSSSI
loup ež n ík	RSSS
loup i t	RII
loup nou t	RII
lousk a t	RII
lousk nou t	RII
loutk ař	RS
louč i t	RII
louž i t	RII
lov ec	RI
lov ec k ý	RIII
lov i t	RII
loď	R
lož i t	RII
lup i č	RIS
lušt i t	RII
lyž ař i t	RSII
lyž ova t	RII
lák a t	RII
lám a t	RII
lát a t	RII
lék	R
lék ař	RS
lét a t	RII
lét o	RS
léz t	RI
léč b a	RII
léč i t	RII
líb nou t	RII
lím ec	RI
lín a t	RII
lí t	RI
lít a t	RII
líz a l	RIS
líz a t	RII
líč i t	RII
mach	R
magnet iz ova t	RSII
magnet ova t	RII
mal in k ý	RSII
mal ičk o	RSS
mal ičk ost	RSS
mal íř	RS
mal íř stv í	RSSI
manévr ova t	RII
map ova t	RII
mar n ě	RSI
marod i t	RII
mask a	RI
mask ova t	RII
mast i t	RII
mas áž	RS
mas ér	RS
mas ír ova t	RSII
mater i ál	RIS
matl a t	RII
mat ou c í	RSSI
maz a t	RII
maz a v k a	RISII
mazl i t	RII
maďar sk ý	RII
mař i t	RII
mašt ěn í	RSI
mdl í t	RII
mechan ist ick ý	RRII
mechan iz ova t	RSII
medit ač n í	RSSI
med ova t	RII
medvíd ek	RI
medvíd ě	RI
medvěd	R
mejl k a	RII
mek ot a t	RSII
mel a	RI
meč e t	RII
mešk a t	RII
mhouř i t	RII
mil e	RI
mil en ec	RSI
mil k ova t	RIII
mil ost iv ý	RSSI
mil ost n ý	RSSI
mil ova t	RII
mil ová n í	RSSI
mil áček	RS
mil ý	RI
minerál n í	RSI
ministr	R
ministr ův	RI
mix ova t	RII
miz e t	RII
miz in a	RSI
mlad i t	RII
mlad ík	RS
mlad ý	RI
mlad ě	RI
mlask nou t	RII
mls a t	RII
mluv i t	RII
mlád nou t	RII
mlád í	RI
mlád ě	RI
mlát i t	RII
mláz í	RI
mlék o	RS
mléč n ý	RSI
mlík o	RS
ml í t	RII
mlíč k o	RIS
ml ýn	RS
mlč e n í	RISI
mlč e t	RII
mlž i t	RII
mnoh d y	RRI
mnoh o	RS
mnoh ost	RS
mnoh ý	RI
množ i t	RII
moc	R
moc i	RI
moc n i t	RSII
moc n ost	RSS
moc n ý	RSI
moc n ě	RSI
model	R
model ova n ost	RISS
moder ova t	RII
modr ý	RI
modř i t	RII
mok nou t	RII
mok r o	RIS
mont ova t	RII
mont ér	RS
moral iz ova t	RSII
mord ova t	RII
mord ýř	RS
morál n í	RSI
most	R
mot a t	RII
motiv ac e	RSI
motiv ov an ý	RSSI
motiv ova t	RII
motor	R
motor ov ý	RSI
moudr ost	RS
moudr ý	RI
moudř e	RI
moč i t	RII
moř e	RI
moř i t	RII
mrav n í	RSI
mraz i t	RII
mrač i t	RII
mrh a t	RII
mrk a t	RII
mrsk a t	RII
mrsk nou t	RII
mrtv ol n ý	RSSI
mrtv ý	RI
mrz ač i t	RSII
mrz nou t	RII
mrz ut ě	RII
mráz	R
mršt i t	RII
mst i v ě	RISI
mst í t	RII
muchl a t	RII
muchl ova t	RII
muk a	RI
mut ova t	RII
muzik a	RI
muč írn a	RSI
muž	R
muž n ý	RSI
muž n ě t	RSII
muž sk ý	RII
muž stv í	RSI
myk a t	RII
myk nou t	RII
mysl	R
mysl e t	RII
mysl i t	RII
mysl i tel stv í	RISSI
my t í	RII
