a	a	a
bílý	bílém	bíl @@ém
být	Bude	bud @@e
být	Budeme	bud @@e @@me
být	Budete	bud @@e @@te
být	Byl	by @@l
být	Byla	by @@l @@a
být	Byli	by @@l @@i
být	Bylo	by @@l @@o
být	Byly	by @@l @@y
být	JE	je
být	JSME	js @@me
být	Jsem	js @@em
být	Jsou	js @@ou
být	NEJSOU	ne @@js @@ou
být	Nebude	ne @@bud @@e
být	Nebudou	ne @@bud @@ou
být	Není	ne @@ní
být	bude	bud @@e
být	budeme	bud @@e @@me
být	budeš	bud @@e @@š
být	budou	bud @@ou
být	by	by
být	bych	by @@ch
být	bychom	by @@chom
být	byl	by @@l
být	byla	by @@l @@a
být	byli	by @@l @@i
být	bylo	by @@l @@o
být	byly	by @@l @@y
být	byste	by @@ste
být	být	bý @@t
být	je	je
být	jest	je @@st
být	jsem	js @@em
být	jsme	js @@me
být	jsou	js @@ou
být	jste	js @@te
být	nebude	ne @@bud @@e
být	nebudou	ne @@bud @@ou
být	nebudu	ne @@bud @@u
být	nebyl	ne @@by @@l
být	nebyla	ne @@by @@l @@a
být	nebylo	ne @@by @@l @@o
být	nebyly	ne @@by @@l @@y
být	nejsem	ne @@js @@em
být	nejsme	ne @@js @@me
být	nejsou	ne @@js @@ou
být	není	ne @@ní
být	není	není
bývalý	Bývalý	bý @@v @@a @@l @@ý
bývalý	bývalé	bý @@v @@a @@l @@é
bývalý	bývalý	bý @@v @@a @@l @@ý
bývalý	bývalých	bý @@v @@a @@l @@ých
bývat	bývá	bý @@v @@á
běh	běhu	běh @@u
běhal	Běhal	běh @@a @@l
během	Během	běh @@em
během	během	běh @@em
bělecký	Bělecký	běleck @@ý
běžet	běžet	běž @@e @@t
běžný	Běžný	běž @@n @@ý
běžný	běžné	běž @@n @@é
běžný	běžného	běž @@n @@ého
běžný	běžném	běž @@n @@ém
běžný	běžných	běž @@n @@ých
běžně	Běžně	běž @@ně
běžně	běžně	běž @@ně
březen	března	březn @@a
bůh	BOHU	boh @@u
bůh	bůh	bůh
bůhvíco	bůhvíco	bůh @@v @@í @@c @@o
canon	CANON	canon
cash	cash	cash
castle	Castle	castle
cedule	cedule	cedul @@e
celkem	celkem	celk @@em
celkový	Celkové	cel @@k @@ov @@é
celkový	celkové	cel @@k @@ov @@é
celkový	celkovém	celk @@ov @@ém
celkový	celkový	celk @@ov @@ý
celní	celní	cel @@n @@í
celostátní	celostátním	cel @@o @@stát @@n @@ím
celosvětový	celosvětové	cel @@o @@svět @@ov @@é
celsius	Celsia	celsi @@a
celý	Celý	cel @@ý
celý	celou	cel @@ou
celý	celá	cel @@á
celý	celé	cel @@é
celý	celého	cel @@ého
celý	celém	cel @@ém
celý	celý	cel @@ý
celý	necelá	ne @@cel @@á
celý	necelé	ne @@cel @@é
celý	necelých	ne @@cel @@ých
cena	CENY	cen @@y
cena	Cena	cen @@a
cena	cen	cen
cena	cena	cen @@a
cena	cenou	cen @@ou
cena	cenu	cen @@u
cena	ceny	cen @@y
cena	cenách	cen @@ách
cena	ceně	cen @@ě
cenit	cenili	cen @@i @@l @@i
cenný	Cenné	cen @@n @@é
cenný	cenného	cen @@n @@ého
cenný	cenných	cen @@n @@ých
cenový	cenovou	cen @@ov @@ou
cenový	cenové	cen @@ov @@é
cenový	cenových	cen @@ov @@ých
centrum	Center	center
centrum	Centrum	centr @@um
centrum	centru	centr @@u
centrála	centrála	centr @@ál @@a
centrála	centrály	centr @@ál @@y
centrální	Centrální	centr @@ální
centrální	centrální	centr @@ální
centrálně	centrálně	centr @@ál @@n @@ě
ceník	ceníku	cen @@ík @@u
ceramitec	CERAMITEC	ceramitec
certifikace	certifikace	certi @@fik @@ac @@e
cesta	cest	cest
cesta	cesta	cest @@a
cesta	cestu	cest @@u
cesta	cesty	cest @@y
cesta	cestách	cest @@ách
cestovat	cestují	cest @@uj @@í
cestovatel	cestovatelem	cest @@ova @@tel @@em
cestovní	cestovní	cest @@ov @@n @@í
cestovní	cestovního	cest @@ov @@n @@ího
cestování	cestování	cest @@ov @@á @@n @@í
cestující	cestujících	cest @@uj @@íc @@ích
chalupa	Chalupa	chalup @@a
chalupa	chalupa	chalup @@a
chalupa	chalupou	chalup @@ou
chalupa	chalupu	chalup @@u
chalupa	chalupy	chalup @@y
chalupa	chalupě	chalup @@ě
charae	Charae	charae
charakter	charakter	charakter
charakter	charakteru	charakter @@u
charakteristika	charakteristika	charakter @@ist @@ik @@a
charakteristika	charakteristiky	charakter @@ist @@ik @@y
charakterizovat	charakterizovat	charakter @@iz @@ova @@t
charakterizovat	charakterizuje	charakter @@iz @@uje
cheb	Cheb	cheb
cheb	Chebu	cheb @@u
chemický	chemické	chem @@ick @@é
chile	Chile	chile
chirurgický	chirurgické	chirurg @@i @@ck @@é
chléb	chleba	chleb @@a
chod	chodu	chod @@u
chodit	CHODÍ	chod @@í
chodit	chodit	chod @@i @@t
chodit	chodí	chod @@í
choděra	Choděra	chod @@ěr @@a
chopit	chopit	chop @@i @@t
choulostivost	choulostivost	choul @@ost @@iv @@ost
chovat	chovat	chov @@a @@t
chovat	chová	chov @@á
chování	Chování	chov @@á @@n @@í
chování	chování	chov @@á @@n @@í
chrysler	Chrysler	chrysler
chrysler	Chryslera	chrysler @@a
chrysler	Chrysleru	chrysler @@u
chránit	CHRÁNIT	chrán @@i @@t
chránit	chránit	chrán @@i @@t
chráněný	chráněn	chrán @@ěn
chtít	CHCE	chc @@e
chtít	CHTĚLI	cht @@ě @@l @@i
chtít	Chceme	chc @@e @@me
chtít	Chcete	chc @@e @@te
chtít	Chci	chc @@i
chtít	Chtěl	cht @@ě @@l
chtít	Chtěla	cht @@ě @@l @@a
chtít	Nechceme	ne @@chc @@e @@me
chtít	chce	chc @@e
chtít	chceme	chc @@e @@me
chtít	chcete	chc @@e @@te
chtít	chceš	chc @@e @@š
chtít	chtít	cht @@í @@t
chtít	chtějí	cht @@ěj @@í
chtít	chtěl	cht @@ě @@l
chtít	nechce	ne @@chc @@e
chtít	nechceme	ne @@chc @@e @@me
chtít	nechci	ne @@chc @@i
chtít	nechtěl	ne @@cht @@ě @@l
chtít	nechtěla	ne @@cht @@ě @@l @@a
chtít	nechtěli	ne @@cht @@ě @@l @@i
chtít	nechtělo	ne @@cht @@ě @@l @@o
chudák	chudák	chud @@ák
chudý	chudá	chud @@á
chutcharatkul	Chutcharatkul	chutcharatkul
chutharatkul	Chutharatkul	chutharatkul
chuť	chuť	chuť
chvilkový	chvilkové	chvil @@k @@ov @@é
chválení	chválení	chvál @@en @@í
chválit	Chválit	chvál @@i @@t
chválit	chválit	chvál @@i @@t
chvíle	Chvíle	chvíl @@e
chvíle	chvíli	chvíl @@i
chyba	CHYBÁCH	chyb @@ách
chyba	Chybou	chyb @@ou
chyba	chyba	chyb @@a
chyba	chybu	chyb @@u
chyba	chyby	chyb @@y
chyba	chybách	chyb @@ách
chybějící	chybějící	chyb @@ěj @@íc @@í
chybět	Chybí	chyb @@í
chybět	chybí	chyb @@í
chybět	chybět	chyb @@ě @@t
chystat	chystá	chyst @@á
chytat	chytají	chyt @@aj @@í
chytat	chytá	chyt @@á
chápat	chápat	cháp @@a @@t
chápat	chápu	cháp @@u
chápat	nechápu	ne @@cháp @@u
cibule	cibule	cibul @@e
cigareta	cigaret	cigaret
citelný	citelné	cit @@eln @@é
citelný	citelný	cit @@eln @@ý
citelně	citelně	cit @@eln @@ě
citovaný	citovaná	cit @@ova @@n @@á
citát	Citát	cit @@át
civil	civilu	civil @@u
civilizace	civilizaci	civil @@iz @@ac @@i
cizinec	Cizinci	ciz @@inc @@i
cizí	Cizí	ciz @@í
cizí	cizí	ciz @@í
cizí	cizích	ciz @@ích
cizí	cizího	ciz @@ího
claude	Claude	claude
clo	clo	cl @@o
co	Co	c @@o
co	co	c @@o
co	Čím	č @@ím
co	čeho	č @@eho
co	čem	č @@em
co	čemu	č @@emu
co	čím	č @@ím
coca	coca	coca
cokoliv	čemkoli	č @@em @@koli
cola	coly	col @@y
colin	Colina	colin @@a
congressexpo	CongressExpo	con @@gress @@ex @@po
consulto	Consulto	consulto
conzult	Conzult	con @@zult
copak	Copak	c @@o @@pak
correction	Correction	correct @@ion
což	což	c @@o @@ž
což	čímž	č @@ím @@ž
cože	Cože	c @@o @@že
ctnost	Nectností	ne @@ctn @@ost @@í
cukr	cukru	cukr @@u
cvičení	cvičení	cvič @@en @@í
cvičení	cvičením	cvič @@en @@ím
cyklus	cyklus	cykl @@us
cíl	Cílem	cíl @@e @@m
cíl	Cílem	cíl @@em
cíl	cíl	cíl
cíl	cíle	cíl @@e
cíl	cílem	cíl @@e @@m
cíl	cílem	cíl @@em
cíl	cílů	cíl @@ů
cíleně	cíleně	cíl @@en @@ě
cílový	cílové	cíl @@ov @@é
cítit	cítí	cít @@í
cítit	cítím	cít @@í @@m
daleko	Daleko	dal @@ek @@o
daleko	Dále	dále
daleko	daleko	dal @@ek @@o
daleko	dál	dál
daleko	dále	dále
daleko	nedaleko	ne @@dal @@ek @@o
další	Další	dal @@š @@í
další	Dalším	dal @@š @@í @@m
další	Dalšími	dal @@š @@ími
další	další	dal @@š @@í
další	dalších	dal @@š @@í @@ch
další	dalších	dal @@š @@ích
další	dalšího	dal @@š @@ího
další	dalším	dal @@š @@í @@m
další	dalšími	dal @@š @@ími
další	dalšímu	dal @@š @@ímu
daný	daný	d @@a @@n @@ý
daný	daných	d @@a @@n @@ých
daný	dána	d @@á @@n @@a
daný	dáno	d @@á @@n @@o
dar	daru	dar @@u
dar	dary	dar @@y
darovaný	darovaná	dar @@ova @@n @@á
data	dat	dat
data	data	dat @@a
databáze	databázi	data @@báz @@i
datum	datem	dat @@em
daň	Daně	dan @@ě
daň	dani	dan @@i
daň	daní	dan @@í
daň	daních	dan @@ích
daň	daním	dan @@ím
daň	daně	dan @@ě
daň	daň	daň
daňový	Daňový	daň @@ov @@ý
daňový	daňové	daň @@ov @@é
daňový	daňový	daň @@ov @@ý
daňový	daňových	daň @@ov @@ých
dbát	dbát	db @@á @@t
de	de	de
debata	debata	debat @@a
dechový	dechová	dech @@ov @@á
definitivní	definitivní	de @@fin @@it @@iv @@n @@í
definitivně	definitivně	de @@fin @@it @@iv @@n @@ě
definovaný	definovány	de @@fin @@ová @@n @@y
definování	definování	de @@fin @@ová @@n @@í
deka	deku	dek @@u
deklarovaný	deklarovanému	de @@klar @@ova @@n @@ému
dekret	dekretu	dekret @@u
demokracie	demokracie	demo @@krac @@ie
demokracie	demokracii	demo @@krac @@i @@i
den	den	den
den	dne	dn @@e
den	dnech	dn @@e @@ch
den	dnech	dn @@ech
den	dnem	dn @@em
den	dni	dn @@i
den	dní	dn @@í
den	dnů	dn @@ů
denní	Denní	den @@n @@í
denní	denní	den @@n @@í
denní	denním	den @@n @@í @@m
denně	denně	den @@n @@ě
deník	deník	den @@ík
deset	deset	deset
deset	deseti	deset @@i
desetiletí	desetiletí	deset @@i @@let @@í
design	design	design
design	designu	design @@u
desátý	desáté	desát @@é
desítka	desítek	desít @@ek
deutsche	Deutsche	deutsche
deutz	Deutz	deutz
devátý	devátým	devát @@ým
devět	devíti	devít @@i
devět	devět	devět
diagnostika	diagnostika	dia @@gnost @@ik @@a
diamant	Diamanty	diamant @@y
diamant	diamant	diamant
diamant	diamantem	diamant @@em
didaktický	Didaktické	didakt @@ic @@k @@é
dietetický	dietetické	diet @@etic @@k @@é
dik	diky	dik @@y
dik	diků	dik @@ů
diktovat	diktuje	dikt @@uje
dilema	dilema	dilem @@a
dimenze	dimenze	dimenz @@e
diskrepance	diskretance	dis @@kret @@anc @@e
diskuse	diskuse	dis @@kus @@e
diskuse	diskusí	diskus @@í
diskuse	diskuzi	diskuz @@i
diskutovat	diskutovat	diskut @@ova @@t
displej	Display	dis @@play
displej	display	dis @@play
displej	displayi	dis @@play @@i
dispozice	dispozici	dis @@pozic @@i
distribuce	distribuce	dis @@tribu @@c @@e
distribuce	distribuci	dis @@tribu @@c @@i
distributor	distributorovi	dis @@tribu @@t @@or @@ovi
distributor	distributory	dis @@tribu @@t @@or @@y
distributor	distributorům	dis @@tribu @@t @@or @@ům
distributor	distributoři	dis @@tribu @@t @@oř @@i
distribuční	distribuční	dis @@tribu @@č @@n @@í
divadlo	Divadla	div @@a @@dl @@a
divadlo	Divadle	div @@a @@dl @@e
divadlo	divadlo	div @@adlo
dividenda	dividendy	dividend @@y
divit	Nedivte	ne @@div @@te
divit	divil	div @@i @@l
divit	divit	div @@i @@t
divit	diví	div @@í
divit	divíte	div @@í @@te
divize	divizích	diviz @@ích
divný	divný	div @@n @@ý
divák	Divák	div @@ák
divák	divák	div @@ák
dlažba	Dlažba	dlaž @@b @@a
dlažba	dlažbou	dlaž @@b @@ou
dlažba	dlažeb	dlaž @@eb
dle	Dle	dle
dlouho	dlouho	dlouh @@o
dlouho	déle	dél @@e
dlouhodobý	Dlouhodobý	dlouh @@o @@dob @@ý
dlouhodobý	dlouhodobou	dlouh @@o @@dob @@ou
dlouhodobý	dlouhodobého	dlouh @@o @@dob @@ého
dlouhodobě	dlouhodobě	dlouh @@o @@dob @@ě
dlouhý	delší	del @@š @@í
dlouhý	dlouhá	dlouh @@á
dlouhý	dlouhé	dlouh @@é
dlouhý	dlouhého	dlouh @@ého
dlouhý	dlouhý	dlouh @@ý
dlouhý	nejdelší	nej @@del @@š @@í
dluh	dluh	dluh
dluh	dluhu	dluh @@u
dluh	dluhy	dluh @@y
dlužník	dlužníků	dluž @@n @@ík @@ů
dlužník	dlužníkům	dluž @@n @@ík @@ům
dlužný	dlužného	dluž @@n @@ého
dnes	DNES	dnes
dnes	dnes	dnes
dnešek	dneška	dneš @@k @@a
dnešní	Dnešní	dneš @@n @@í
dnešní	dnešní	dneš @@n @@í
dnešní	dnešních	dneš @@n @@ích
dnešní	dnešním	dneš @@n @@í @@m
dnešní	dnešnímu	dneš @@n @@ímu
do	DO	do
do	do	do
doba	Doba	dob @@a
doba	doba	dob @@a
doba	dobou	dob @@ou
doba	dobu	dob @@u
doba	doby	dob @@y
doba	době	dob @@ě
dobrý	Dobrou	dobr @@ou
dobrý	Dobré	dobr @@é
dobrý	Dobrý	dobr @@ý
dobrý	Lepší	lep @@š @@í
dobrý	dobrá	dobr @@á
dobrý	dobré	dobr @@é
dobrý	dobrého	dobr @@ého
dobrý	dobrém	dobr @@ém
dobrý	dobrému	dobr @@ému
dobrý	dobrý	dobr @@ý
dobrý	dobrých	dobr @@ých
dobrý	lepší	lep @@š @@í
dobrý	lepšího	lep @@š @@ího
dobrý	lepším	lep @@š @@ím
dobrý	lepšímu	lep @@š @@ímu
dobrý	nejlepší	nej @@lep @@š @@í
dobrý	nejlepších	nej @@lep @@š @@ích
dobrý	nejlepším	nej @@lep @@š @@ím
dobytný	nedobytných	ne @@do @@by @@t @@n @@ých
dobře	Dobře	dobř @@e
dobře	Lépe	lép @@e
dobře	dobře	dobř @@e
dobře	lépe	lép @@e
dobře	nejlépe	nej @@lép @@e
docela	docela	do @@cel @@a
docházející	docházejících	do @@cház @@ej @@íc @@ích
docházet	Dochází	do @@cház @@í
docházet	docházelo	do @@cház @@e @@l @@o
docházet	docházely	do @@cház @@e @@l @@y
docházet	docházet	do @@cház @@e @@t
docházet	dochází	do @@cház @@í
dodaný	dodané	do @@d @@a @@n @@é
dodaný	dodaných	do @@d @@a @@n @@ých
dodat	dodal	do @@d @@a @@l
dodat	dodat	do @@d @@a @@t
dodatečně	dodatečně	do @@d @@a @@t @@eč @@n @@ě
dodavatel	Dodavatel	do @@d @@a @@v @@a @@tel
dodavatel	dodavatele	do @@d @@a @@v @@a @@tel @@e
dodavatel	dodavatelem	do @@d @@a @@v @@a @@tel @@em
dodavatel	dodavateli	do @@d @@a @@v @@a @@tel @@i
dodavatel	dodavatelů	do @@d @@a @@v @@a @@tel @@ů
dodržení	dodržení	do @@drž @@e @@n @@í
dodržet	Dodržet	do @@drž @@e @@t
dodržování	dodržování	do @@drž @@ová @@n @@í
dodávat	dodávají	do @@d @@á @@v @@aj @@í
dodávat	dodávat	do @@d @@á @@v @@a @@t
dodávat	dodává	do @@d @@á @@v @@á
dodávka	dodávek	do @@dá @@v @@ek
dodávka	dodávka	do @@d @@á @@v @@k @@a
dohled	dohled	do @@hled
dohled	dohledem	do @@hled @@em
dohledný	dohledné	do @@hled @@n @@é
dohlédnout	dohlédnu	do @@hléd @@n @@u
dohoda	dohodou	do @@hod @@ou
dohoda	dohodu	do @@hod @@u
