ROOTWORD2	kotrba	abrtok	kotrb a	
ROOTWORD2	vrba	abrv	vrb a	
COMPOUND	tělokresba	abserkolět	těl o kres b a	
COMPOUND	drobnokresba	abserkonbord	drob n o kres b a	
COMPOUND	perokresba	abserkorep	per o kres b a	
COMPOUND	dřevokresba	abserkoveřd	dřev o kres b a	
SIG22	platba	abtalp	plat b a	
ROOTWORD2	satba	abtas	satb a	?
SIG22	huba	abuh	hub a	
COMPOUND	tlučhuba	abuhčult	tluč hub a	
ROOTWORD3	kuba	abuk	kub a	
SIG22	škubá	ábukš	škub á	
ROOTWORD3	paluba	abulap	palub a	
SIG22	houba	abuoh	houb a	
SIG22	kouba	abuok	koub a	
SIG22	trouba	abuort	troub a	
SIG22	hrubá	áburh	hrub á	
SIG22	zhruba	aburhz	z hrub a	
ROOTWORD3	poruba	aburop	po rub a	
COMPOUND	vzduchoplavba	abvalpohcudzv	vzduch o plav b a	
PDTINFLECT	stavba	abvats	stav b a	
COMPOUND	dřevostavba	abvatsoveřd	dřev o stav b a	
COMPOUND	novostavba	abvatsovon	nov o stav b a	
PDTINFLECT	výstavba	abvatsýv	vý stav b a	
SIG22	chyba	abyhc	chyb a	
COMPOUND	dvojchyba	abyhcjovd	dv oj chyb a	
SIG22	pochyba	abyhcop	po chyb a	
SIG22	nehýbá	ábýhen	ne hýb á	
SIG22	ryba	abyr	ryb a	
COMPOUND	velryba	abyrlev	vel ryb a	
SIG22	sazba	abzas	saz b a	
ROOTWORD2	vazba	abzav	vazb a	
COMPOUND	dřevořezba	abzeřoveřd	dřev o řez b a	
ROOTWORD2	jizba	abzij	jizb a	
SIG22	dlažba	abžald	dlaž b a	
SIG22	ražba	abžar	raž b a	
COMPOUND	chyboražba	abžarobyhc	chyb o raž b a	
SIG22	údržba	abžrdú	ú drž b a	
COMPOUND	stavoúdržba	abžrdúovats	stav o ú drž b a	
SIG22	tržba	abžrt	trž b a	
SIG22	služba	abžuls	služ ba	
COMPOUND	protislužba	abžulsitorp	proti služ b a	
COMPOUND	taxislužba	abžulsixat	taxi služ b a	
COMPOUND	bohoslužba	abžulsohob	boh o služ b a	
SIG22	tužba	abžut	tuž b a	
ROOTWORD2	bréca	acérb	bréc a	
ROOTWORD2	skica	aciks	skic a	
SIG22	míca	acím	míc a	
SIG22	elektronica	acinortkele	elektr o nic a	
ROOTWORD3	bystrica	acirtsyb	bystric a	
SIG22	analytica	acitylana	ana lyt ic a	
ROOTWORD2	simca	acmis	simc a	
ROOTWORD3	branca	acnarb	branca	
SIG22	coca	acoc	coca	
SIG22	marca	acram	marc a	
SIG22	porca	acrop	porca	
ROOTWORD2	nazca	aczan	nazc a	
ROOTWORD2	bača	ačab	bač a	
ROOTWORD2	čača	ačač	čač a	
SIG22	čáča	ačáč	čáč a	
ROOTWORD2	dača	ačad	dač a	
ROOTWORD1	káča	ačák	káč a	
SIG22	číča	ačíč	číč a	
ROOTWORD2	píča	ačíp	píč a	
ROOTWORD2	mamča	ačmam	mamč a	mam č a
ROOTWORD3	soča	ačos	soč a	
ROOTWORD2	prča	ačrp	prč a	
ROOTWORD2	paprča	ačrpap	paprč a	
ROOTWORD2	kůča	ačůk	kůč a	
SIG22	dá	ád	d á	
ROOTWORD3	čada	adač	čad a	
ROOTWORD2	dada	adad	dad a	dada
ROOTWORD3	brigáda	adágirb	brigád a	
SIG22	hada	adah	had a	
COMPOUND	autogramiáda	adáimargotua	auto gram iád a	
COMPOUND	paralympiáda	adáipmylarap	para lymp iád a	
SIG22	olympiáda	adáipmylo	olymp iád a	
COMPOUND	bioolympiáda	adáipmylooib	bio olymp iád a	
ROOTWORD2	triáda	adáirt	triád a	
SIG22	dekáda	adáked	dek ád a	
ROOTWORD2	lada	adal	lad a	
ROOTWORD3	láďa	aďál	láď a	
ROOTWORD3	balada	adalab	balad a	
SIG22	nálada	adalán	ná lad a	
SIG22	milada	adalim	milad a	
ROOTWORD2	kláda	adálk	klád a	
SIG22	přikládá	ádálkiřp	při klád á	
PDTINFLECT	pokládá	ádálkop	po klád á	
SIG22	předpokládá	ádálkopdeřp	před po klád á	
SIG22	skládá	ádálks	s klád á	
SIG22	ukládá	ádálku	u klád á	
SIG22	mladá	ádalm	mlad á	
ROOTWORD3	čokoláda	adálokoč	čokolád a	
SIG22	vláda	adálv	vlád a	
SIG22	převládá	ádálveřp	pře vlád á	
SIG22	ovládá	ádálvo	o vlád á	
COMPOUND	jedinovláda	adálvonidej	jedin o vlád a	
COMPOUND	cizovláda	adálvozic	ciz o vlád a	
COMPOUND	lůzovláda	adálvozůl	lůz o vlád a	
SIG22	hromada	adamorh	hromad a	
SIG22	armáda	adámra	armád a	
SIG22	kanada	adanak	kanad a	
ROOTWORD3	kolonáda	adánolok	kolonád a	
ROOTWORD3	limonáda	adánomil	limonád a	
SIG22	nanonáda	adánonan	nanon ád a	
SIG22	padá	ádap	pad á	
SIG22	napadá	ádapan	na pad á	
SIG22	zapadá	ádapaz	za pad á	
SIG22	přepadá	ádapeřp	pře pad á	
SIG22	připadá	ádapiřp	při pad á	
SIG22	spadá	ádaps	s pad á	
SIG22	nespadá	ádapsen	ne s pad á	
ROOTWORD2	špáda	adápš	špád a	
SIG22	vypadá	ádapyv	vy pad á	
SIG22	rada	adar	rad a	
SIG22	ráda	adár	rád a	
SIG22	kamaráda	adáramak	kamarád a	
ROOTWORD1	paráda	adárap	parád a	
COMPOUND	hitparáda	adáraptih	hit parád a	
ROOTWORD1	brada	adarb	brad a	
COMPOUND	rozumbrada	adarbmuzor	roz um brad a	
SIG22	nerada	adaren	ne rad a	
SIG22	grada	adarg	grad a	
SIG22	zahrada	adarhaz	za hrad a	
SIG22	přehrada	adarheřp	pře hrad a	
SIG22	porada	adarop	po rad a	
COMPOUND	gymnaestráda	adártseanmyg	gymna estrád a	
COMPOUND	autostráda	adártsotua	aut o strád a	
ROOTWORD2	zráda	adárz	zrád a	
COMPOUND	velezrada	adarzelev	vele z rad a	
COMPOUND	vlastizrada	adarzitsalv	vlast i z rad a	
SIG22	řada	adař	řad a	
SIG22	pořádá	ádářop	po řád á	
ROOTWORD2	sada	adas	sad a	
ROOTWORD3	ambasáda	adásabma	ambasád a	
ROOTWORD3	fasáda	adásaf	fasád a	
SIG22	zásada	adasáz	zá sad a	
SIG22	vada	adav	vad a	
ROOTWORD2	váda	adáv	vád a	
SIG22	závada	adaváz	zá vad a	
ROOTWORD2	dyáda	adáyd	dyád a	
ROOTWORD2	dryáda	adáyrd	dryád a	
SIG22	záda	adáz	zád a	
PDTINFLECT	žádá	ádáž	žád á	
SIG22	vyžádá	ádážyv	vy žád á	
ROOTWORD2	lambda	adbmal	lambd a	
SIG22	běda	aděb	běd a	
SIG22	lebeda	adebel	lebed a	
SIG22	oběda	aděbo	oběd a	
SIG22	děda	aděd	děd a	
SIG22	gottfrieda	adeirfttog	gottfried a	
SIG22	gottfrijeda	adejirfttog	gottfrijed a	
SIG22	bledá	ádelb	bled á	
SIG22	hledá	ádelh	hled á	
SIG22	shledá	ádelhs	s hled á	
ROOTWORD1	koleda	adelok	koled a	
SIG22	nedá	áden	ne d á	
SIG22	hněda	aděnh	hněd a	
SIG22	snědá	áděns	sněd á	
SIG22	středa	adeřts	střed a	
SIG22	sedá	ádes	sed á	
SIG22	předseda	adesdeřp	před sed a	
COMPOUND	místopředseda	adesdeřpotsím	míst o před sed a	
COMPOUND	exmístopředseda	adesdeřpotsímxe	ex míst o před sed a	
ROOTWORD3	beseda	adeseb	besed a	
SIG22	souseda	adesuos	sou sed a	
SIG22	teda	adet	teda	
ROOTWORD2	véda	adév	véd a	
SIG22	věda	aděv	věd a	
SIG22	medvěda	aděvdem	medvěd a	
COMPOUND	vlastivěda	aděvitsalv	vlast i věd a	
SIG22	přírodověda	aděvodorířp	pří rod o věd a	
COMPOUND	duchověda	aděvohcud	duch o věd a	
COMPOUND	knihověda	aděvohink	knih o věd a	
COMPOUND	jazykověda	aděvokyzaj	jazyk o věd a	
COMPOUND	tělověda	aděvolět	těl o věd a	
COMPOUND	uměnověda	aděvoněmu	um ě n o věd a	
COMPOUND	technověda	aděvonhcet	techn o věd a	
SIG22	nápověda	aděvopán	ná po věd a	
COMPOUND	zdravověda	aděvovardz	zdrav o věd a	
COMPOUND	mravověda	aděvovarm	mrav o věd a	
SIG22	zvedá	ádevz	z ved á	
SIG22	bída	adíb	bíd a	
ROOTWORD3	genocida	adiconeg	genocid a	
SIG22	jídá	ádíj	jíd á	
SIG22	nelida	adilen	ne lid a	
ROOTWORD2	slída	adíls	slíd a	
ROOTWORD3	pyramida	adimaryp	pyramid a	
ROOTWORD2	hnida	adinh	hnid a	
ROOTWORD3	florida	adirolf	florid a	
ROOTWORD2	křída	adířk	kříd a	
SIG22	přidá	ádiřp	při d á	
SIG22	třída	adířt	tříd a	
COMPOUND	extratřída	adířtartxe	extra tříd a	
COMPOUND	pleuroperikarditida	aditidrakireporuelp	pleur o per ikard itid a	
COMPOUND	laryngofaryngitida	aditignyrafognyral	laryng o faryng it id a	
COMPOUND	bronchitida	aditihcnorb	bronch it id a	
ROOTWORD3	encefalitida	aditilafecne	encefal itid a	
COMPOUND	meningoencefalitida	aditilafecneogninem	meningo encefal it id a	itida?
COMPOUND	cystopyelitida	aditileypotsyc	cystopyelitida	?
COMPOUND	gastroenteritida	aditiretneortsag	gastro enter itid a	?
COMPOUND	pericholecystitida	adititsycelohcirep	peri chole cyst itid a	
ROOTWORD3	antarktida	aditkratna	antarkt id a	
SIG22	vida	adiv	vid a	
SIG22	povídá	ádívop	po víd á	
SIG22	odpovídá	ádívopdo	od po víd á	
SIG22	neodpovídá	ádívopdoen	ne od po víd á	
SIG22	vypovídá	ádívopyv	vy po víd á	
ROOTWORD2	svída	adívs	svíd a	
SIG22	žida	adiž	žid a	
ROOTWORD2	kajda	adjak	kajd a	
ROOTWORD2	šmajda	adjamš	šmajd a	
ROOTWORD2	rajda	adjar	rajd a	
ROOTWORD2	vajda	adjav	vajd a	
SIG22	obejda	adjebo	obe jd a	
ROOTWORD2	kejda	adjek	kejd a	
SIG22	rejda	adjer	rejd a	
SIG22	strejda	adjerts	strejd a	
ROOTWORD2	halda	adlah	hald a	
ROOTWORD2	špalda	adlapš	špald a	
SIG22	geralda	adlareg	gerald a	
ROOTWORD2	cvalda	adlavc	cvald a	
SIG22	greenwalda	adlawneerg	green wald a	
ROOTWORD2	filda	adlif	fild a	
ROOTWORD2	tilda	adlit	tild a	
ROOTWORD2	polda	adlop	pold a	
SIG22	kulda	adluk	kuld a	
SIG22	banda	adnab	band a	
ROOTWORD3	janda	adnaj	jand a	
SIG22	landa	adnal	land a	
ROOTWORD2	flanda	adnalf	fland a	
ROOTWORD2	manda	adnam	mand a	
SIG22	amanda	adnama	amand a	
ROOTWORD2	panda	adnap	pand a	
SIG22	lotranda	adnartol	lotrand a	
ROOTWORD2	kšanda	adnašk	kšand a	
ROOTWORD3	standa	adnats	stand a	
ROOTWORD2	švanda	adnavš	švand a	
ROOTWORD2	žvanda	adnavž	žvand a	
ROOTWORD3	benda	adneb	bend a	
ROOTWORD3	dividenda	adnedivid	dividend a	
SIG22	agenda	adnega	agend a	
ROOTWORD3	legenda	adnegel	legend a	
SIG22	hacienda	adneicah	haciend a	
PDTINFLECT	referenda	adnerefer	refer en d a	?
ROOTWORD2	finda	adnif	find a	
ROOTWORD2	linda	adnil	lind a	
ROOTWORD2	pinda	adnip	pind a	
ROOTWORD2	honda	adnoh	hond a	
ROOTWORD2	fronda	adnorf	frond a	
ROOTWORD1	sonda	adnos	sond a	
COMPOUND	radiosonda	adnosoidar	radi o sond a	
ROOTWORD2	drnda	adnrd	drnd a	
ROOTWORD3	bunda	adnub	bund a	
ROOTWORD1	sekunda	adnukes	sekund a	
SIG22	dynda	adnyd	dynd a	
ROOTWORD3	oda	ado	od a	
SIG22	svoboda	adobovs	svobod a	
ROOTWORD3	jahoda	adohaj	jahod a	
ROOTWORD1	lahoda	adohal	lahod a	
SIG22	náhoda	adohán	ná hod a	
SIG22	náchoda	adohcán	ná chod a	
COMPOUND	autonehoda	adohenotua	aut o ne hod a	
PDTINFLECT	dohoda	adohod	do hod a	
SIG22	pohoda	adohop	po hod a	
SIG22	shoda	adohs	s hod a	
SIG22	neshoda	adohsen	ne s hod a	
ROOTWORD2	dioda	adoid	diod a	
COMPOUND	perioda	adoirep	period a	
ROOTWORD2	trioda	adoirt	triod a	
SIG22	škoda	adokš	škod a	
SIG22	móda	adóm	mód a	
PDTINFLECT	podá	ádop	po d á	
SIG22	hospoda	adopsoh	hospod a	
PDTINFLECT	národa	adorán	ná rod a	
SIG22	příroda	adorířp	pří rod a	
COMPOUND	stejnorodá	ádoronjets	stejn o rod á	
SIG22	prodá	ádorp	pro d á	
ROOTWORD2	soda	ados	sod a	
SIG22	metoda	adotem	metod a	
SIG22	voda	adov	vod a	
SIG22	vévoda	adovév	vé vod a	
COMPOUND	arcivévoda	adovévicra	arci vévod a	?
ROOTWORD3	kalvoda	adovlak	kal vod a	
COMPOUND	epizoda	adozipe	epizod a	?
SIG22	kierkegaarda	adraagekreik	kierkegaard a	
SIG22	kijerkegaarda	adraagekrejik	kijerkegaard a	
ROOTWORD2	čarda	adrač	čard a	
ROOTWORD2	darda	adrad	dard a	
ROOTWORD3	garda	adrag	gard a	
COMPOUND	avantgarda	adragtnava	avant gard a	
COMPOUND	transavantgarda	adragtnavasnart	trans avant gard a	
SIG22	miliarda	adrailim	mili ard a	
ROOTWORD2	škarda	adrakš	škard a	
ROOTWORD2	sarda	adras	sard a	
SIG22	drda	adrd	drda	
SIG22	ferda	adref	ferd a	
ROOTWORD2	herda	adreh	herd a	
ROOTWORD2	perda	adrep	perd a	
SIG22	hrda	adrh	hrd a	
ROOTWORD2	čamrda	adrmač	čamrd a	
ROOTWORD2	vejmrda	adrmjev	vejmrd a	vej mrd a
SIG22	forda	adrof	ford a	
ROOTWORD2	horda	adroh	hord a	
ROOTWORD2	chorda	adrohc	chord a	
ROOTWORD3	korda	adrok	kord a	
ROOTWORD2	morda	adrom	mord a	
ROOTWORD2	páprda	adrpáp	páprd a	
ROOTWORD3	burda	adrub	burd a	
SIG22	cauda	aduac	caud a	
SIG22	buda	adub	buda	
SIG22	pobuda	adubop	po bud a	
ROOTWORD3	duda	adud	dud a	
SIG22	chudá	áduhc	chud á	
SIG22	nuda	adun	nud a	
ROOTWORD3	bouda	aduob	boud a	
SIG22	blouda	aduolb	bloud a	
SIG22	velblouda	aduolblev	velbloud a	
ROOTWORD2	půda	adůp	půd a	
ROOTWORD3	ruda	adur	rud a	
SIG22	odrůda	adůrdo	od růd a	
SIG22	ostuda	adutso	o stud a	
SIG22	zuda	aduz	zud a	
SIG22	PRAVDA	advarp	prav d a	
COMPOUND	polopravda	advarpolop	polo prav d a	
SIG22	nestyda	adytsen	ne styd a	
SIG22	vydá	ádyv	vy d á	
SIG22	zda	adz	zda	
SIG22	zdá	ádz	zd á	
ROOTWORD2	mazda	adzam	mazd a	
ROOTWORD1	brázda	adzárb	brázd a	
ROOTWORD2	hrazda	adzarh	hrazd a	
SIG22	nezdá	ádzen	ne z dá	
SIG22	hvězda	adzěvh	hvězd a	
COMPOUND	kinohvězda	adzěvhonik	kin o hvězd a	
COMPOUND	protohvězda	adzěvhotorp	proto hvězd a	
COMPOUND	pophvězda	adzěvhpop	pop hvězd a	
SIG22	jízda	adzíj	jízd a	
COMPOUND	cyklojízda	adzíjolkyc	cykl o jízd a	
COMPOUND	krasojízda	adzíjosark	kras o jízd a	
SIG22	hnízda	adzính	hnízd a	
ROOTWORD2	pizda	adzip	pizd a	
SIG22	mzda	adzm	mzd a	
ROOTWORD1	brzda	adzrb	brzd a	
ROOTWORD3	uzda	adzu	uzd a	
SIG22	každá	ádžak	každ á	
SIG22	vražda	adžarv	vraž d a	
SIG22	sebevražda	adžarvebes	seb e vražd a	
COMPOUND	otcovražda	adžarvocto	otc o vražd a	
COMPOUND	bohovražda	adžarvohob	boh o vražd a	
SIG22	samovražda	adžarvomas	sam o vraž d a	
COMPOUND	tyranovražda	adžarvonaryt	tyran o vražd a	
COMPOUND	bratrovražda	adžarvortarb	bratr o vražd a	
SIG22	idea	aedi	ide a	
ROOTWORD3	andrea	aerdna	andre a	
ROOTWORD3	korea	aerok	kore a	
SIG22	aurea	aerua	aure a	
ROOTWORD3	chelsea	aeslehc	chelsea	
SIG22	tea	aet	tea	
SIG22	muzea	aezum	muze a	
ROOTWORD2	mrťafa	afaťrm	mrťaf a	
SIG22	josefa	afesoj	josef a	
PDTINFLECT	šéfa	aféš	šéf a	
SIG22	alfa	afla	alf a	
ROOTWORD2	sylfa	aflys	sylf a	
ROOTWORD2	lymfa	afmyl	lymf a	
ROOTWORD2	nymfa	afmyn	nymf a	
ROOTWORD2	tonfa	afnot	tonf a	
ROOTWORD2	strofa	aforts	strof a	
ROOTWORD3	katastrofa	afortsatak	katastrof a	
SIG22	sofa	afos	sof a	
SIG22	filozofa	afozolif	filo zof a	
ROOTWORD2	harfa	afrah	harf a	
ROOTWORD2	morfa	afrom	morf a	
SIG22	troufá	áfuort	trouf á	
SIG22	netroufá	áfuorten	ne trouf á	
ROOTWORD2	hyfa	afyh	hyf a	
SIG22	visnaga	agansiv	visnag a	
SIG22	kolega	agelok	koleg a	
SIG22	imega	agemi	imeg a	
ROOTWORD3	liga	agil	liga	
COMPOUND	extraliga	agilartxe	extra lig a	
COMPOUND	interliga	agilretni	inter lig a	
COMPOUND	bundesliga	agilsednub	bundes lig a	
SIG22	fajga	agjaf	fajg a	
ROOTWORD3	olga	aglo	olg a	
SIG22	dominga	agnimod	doming a	
ROOTWORD3	synagoga	agoganys	synagog a	
ROOTWORD3	jóga	agój	jóg a	
ROOTWORD1	droga	agord	drog a	
PDTINFLECT	embarga	agrabme	embarg a	
COMPOUND	centrifuga	agufirtnec	centr i fug a	?
SIG22	huga	aguh	hug a	
SIG22	ha	ah	ha	
SIG22	há	áh	há	
SIG22	aha	aha	aha	
SIG22	haha	ahah	ha ha	
SIG22	blaha	ahalb	blah a	
ROOTWORD3	bláha	ahálb	bláh a	
ROOTWORD2	dlaha	ahald	dlah a	
SIG22	podlaha	ahaldop	pod lah a	
ROOTWORD1	vláha	ahálv	vláh a	
SIG22	námaha	ahamán	ná mah a	
SIG22	pomáhá	áhámop	po máh á	
SIG22	nahá	áhan	nah á	
SIG22	snaha	ahans	snah a	
ROOTWORD2	draha	ahard	drah a	
SIG22	dráha	ahárd	dráh a	
SIG22	drahá	áhard	drah á	
SIG22	předrahá	áhardeřp	pře drah á	
COMPOUND	rychlodráha	ahárdolhcyr	rychl o dráh a	
COMPOUND	autodráha	ahárdotua	aut o dráh a	
SIG22	praha	aharp	prah a	
SIG22	vraha	aharv	vrah a	
SIG22	sahá	áhas	sah á	
SIG22	nesahá	áhasen	ne sah á	
SIG22	přísaha	ahasířp	pří sah a	
SIG22	tahá	áhat	tah á	
SIG22	váha	aháv	váh a	
ROOTWORD3	odvaha	ahavdo	od vah a	
SIG22	převaha	ahaveřp	pře vah a	
COMPOUND	protiváha	ahávitorp	proti váh a	
COMPOUND	rovnováha	ahávonvor	rovn o váh a	
SIG22	povaha	ahavop	po vah a	
SIG22	úvaha	ahavú	ú vah a	
ROOTWORD2	facha	ahcaf	fach a	
ROOTWORD2	šlacha	ahcalš	šlach a	
ROOTWORD2	macha	ahcam	mach a	
ROOTWORD3	mácha	ahcám	mách a	
ROOTWORD2	snacha	ahcans	snach a	
SIG22	spáchá	áhcáps	s pách á	
SIG22	brácha	ahcárb	brách a	
ROOTWORD2	vacha	ahcav	vach a	
ROOTWORD3	vácha	ahcáv	vách a	
ROOTWORD2	nádcha	ahcdán	nádch a	
COMPOUND	krátkodechá	áhcedoktárk	krát k o dech á	
ROOTWORD2	lecha	ahcel	lech a	
ROOTWORD2	blecha	ahcelb	blech a	
PDTINFLECT	nechá	áhcen	nech á	
SIG22	nenechá	áhcenen	ne nech á	
SIG22	spěchá	áhcěps	spěch á	
SIG22	střecha	ahceřts	střech a	
ROOTWORD1	útěcha	ahcětú	ú těch a	
SIG22	fibicha	ahcibif	fibich a	
ROOTWORD2	cícha	ahcíc	cích a	
ROOTWORD2	jícha	ahcíj	jích a	
ROOTWORD2	lícha	ahcíl	lích a	
ROOTWORD2	mícha	ahcím	mích a	
SIG22	míchá	áhcím	mích á	
SIG22	píchá	áhcíp	pích á	
ROOTWORD2	spicha	ahcips	spich a	
SIG22	weihricha	ahcirhiew	weihrich a	
ROOTWORD2	šicha	ahciš	šich a	
SIG22	tichá	áhcit	tich á	
SIG22	zticha	ahcitz	z tich a	
ROOTWORD2	vícha	ahcív	vích a	
ROOTWORD1	valcha	ahclav	valch a	
ROOTWORD2	střemcha	ahcmeřts	střemch a	
ROOTWORD2	koncha	ahcnok	konch a	
SIG22	bělocha	ahcolěb	běl och a	
SIG22	plocha	ahcolp	ploch a	
SIG22	epocha	ahcope	epoch a	
ROOTWORD2	trocha	ahcort	troch a	
ROOTWORD1	socha	ahcos	soch a	
ROOTWORD3	archa	ahcra	arch a	
COMPOUND	patriarcha	ahcrairtap	patri arch a	
COMPOUND	exmonarcha	ahcranomxe	ex mon arch a	
ROOTWORD2	šmodrcha	ahcrdomš	šmodrch a	
ROOTWORD2	jircha	ahcrij	jirch a	
SIG22	mrcha	ahcrm	mrch a	
ROOTWORD2	pascha	ahcsap	pasch a	
SIG22	vetchá	áhctev	vetch á	
SIG22	ucha	ahcu	uch a	
SIG22	ducha	ahcud	duch a	
SIG22	jednoduchá	áhcudondej	jedn o duch á	
ROOTWORD3	mucha	ahcum	much a	
SIG22	šplouchá	áhcuolpš	šplouch á	
SIG22	odposlouchá	áhcuolsopdo	od po slouch á	
ROOTWORD3	moucha	ahcuom	mouch a	
SIG22	ropucha	ahcupor	ropuch a	
ROOTWORD3	průcha	ahcůrp	průch a	
SIG22	suchá	áhcus	such á	
ROOTWORD2	bycha	ahcyb	bych a	
SIG22	vzdychá	áhcydzv	vz dych á	
SIG22	pýcha	ahcýp	pých a	
SIG22	běhá	áhěb	běh á	
SIG22	rozléhá	áhélzor	roz léh á	
ROOTWORD2	něha	ahěn	něh a	
SIG22	probíhá	áhíborp	pro bíh á	
SIG22	rozbíhá	áhíbzor	roz bíh á	
ROOTWORD2	líha	ahíl	líh a	
SIG22	kniha	ahink	knih a	
COMPOUND	audiokniha	ahinkoidua	audio knih a	
ROOTWORD2	piha	ahip	pih a	
ROOTWORD3	říha	ahíř	říh a	
ROOTWORD2	tíha	ahít	tíh a	
SIG22	rejha	ahjer	rejh a	
ROOTWORD1	mlha	ahlm	mlh a	
ROOTWORD2	vlha	ahlv	vlh a	
ROOTWORD2	mha	ahm	mh a	
SIG22	boha	ahob	boh a	
SIG22	pánaboha	ahobanáp	pán a boh a	
SIG22	propánaboha	ahobanáporp	pro pán a boh a	
SIG22	proboha	ahoborp	pro boh a	
SIG22	ubohá	áhobu	u boh á	
SIG22	obloha	aholbo	ob loh a	
SIG22	poloha	aholop	po loh a	
ROOTWORD2	sloha	ahols	sloh a	s loh a
SIG22	úloha	aholú	ú loh a	
ROOTWORD3	moha	ahom	moh a	
SIG22	noha	ahon	noh a	
SIG22	mnoha	ahonm	mnoh a	
SIG22	roha	ahor	roh a	
SIG22	mepha	ahpem	meph a	
SIG22	nympha	ahpmyn	nymph a	
ROOTWORD2	prha	ahrp	prh a	
ROOTWORD2	srha	ahrs	srh a	
SIG22	trhá	áhrt	trh á	
