vý čt ov ě	PRSI
zdrav	R
styd nou t	RSI
ne kdák a l y	IRSSI
bez vad n ých	PRSI
po krok em	PRI
ná klad ov ých	PRSI
do sta ne	PRS
oběd	R
u klid n i l i	PRSSSI
z jemň ova t	PRSI
při mích á v a t	PRSSSI
při prav i t	PRSI
fabk a	RI
s trž i t	PRSI
mini stran y	RRI
vy v d a t	PPRSI
z lom i t	PRSI
brept a t	RSI
kabel	R
ú tok u	PRI
ze špatn ě t	PRSI
pol ovič n í	RSSI
tak ov ou	RSI
po cvič i t	PRSI
na třás a t	PRSI
zunk nou t	RSI
o přád a t	PRSI
ne vy hrá t	IPRI
belh a t	RSI
prác e s chop n ý	RIPRSI
nymf a	RI
ne roz trh a l i	IPRSSI
o lam ova t	PRSI
po čt u	PRI
zl e	RS
pro cvik a n ý	PRSSI
senz ac e	RSI
u ži v a tel e	PRSSSI
slov y	RI
pod rob i t	PRSI
tlak em	RI
po prsk a t	PRSI
z pozd i t	PRSI
in fekc e	PRI
na cuc a t	PRSI
nej akt iv n ějš í	IRSSSI
na zu l	PRI
s klad ov é	PRSI
z re duk ova t	PPRSI
thai box er	RRS
jin ými	RS
maž	R
štych	R
ne roz liš uje	IPRS
roz pín a t	PRSI
jedn a dv a cít k a	RIRIRSI
br á t	RSI
u rýp nou t	PRSI
post pozic e	PRI
z ne klid ň ova t	PIRSSI
rat ing	RS
z kypř e t	PRSI
druh ým	RI
vy hlaz ova t	PRSI
jabl íčk a	RSI
pře syp a t	PRSI
rut ov	RS
var	R
pro dch nou t	PRSI
ne pod daj n ý	IPRSI
s konč i l a	PRSSI
o hod n ot i t	PRSSSI
do tvrd i t	PRSI
obe še l	PRI
sáh l a	RSI
otrok ov ic e	RSSI
šir ok y	RSI
znam en aj í	RSSI
dů věr ách	PRI
mír u mil ov n ý	RIRSSI
ne m ě l y	IRSSI
nej bíd n ějš ímu	IRSSI
pytl ác i	RSI
bass re flex	RSR
ob tíž i t	PRSI
po škoz en ý	PRSI
kd o ž	RSO
florin ů	RI
prakt ic k á	RSSI
koberc e	RI
ně kolik a řád k ov ého	PRIRSSI
při čin ěn í	PRSI
svít í	RI
ne s mír n ou	IPRSI
tiš	R
žen a	RI
před mi nu l ého	PRSSI
chytr ák	RS
od je t	PRI
u rč it ost	PRSS
smaž en ých	RSI
pedant ism u	RSI
břidl a	RI
blaf nou t	RSI
cykl o kros u	RNRI
zl ost i	RSI
ran í	RI
vz duch o ventil ac e	PRNRSI
o hryz á v a t	PRSSSI
válk ou	RI
kred it ova t	RSSI
při sá v a t	PRSSI
popo sad i t	PRSI
katolic k é	RSI
inter ven ova l a	PRSSI
ne obyčej n ě	IRSI
armstrong	R
krucembur sk é	RSI
rd í t	RSI
lod ičk a	RSI
hrab a l	RSI
pře vaz ova t	PRSI
strach em	RI
shakespear o mani e	RNRI
brabec	R
vý nos u	PRI
lesk l i	RSI
s cház í te	PRSI
veteš ník	RS
z požď ova t	PRSI
po třeb ova l i	PRSSI
při prav en ého	PRSI
pře nés t	PRI
inaugur ová n	RSS
re sign ova t	PRSI
gener ál	RS
u věd om i l	PRSSI
rod in ách	RSI
v děč í	PRI
síp a t	RSI
garanc e	RI
helfr	R
u smí v a l	PRSSI
ochot a	RI
dluh y	RI
kapitán ovi	RI
chc e me	RSI
špión ů	RI
ber e	RS
lán	R
o škráb a t	PRSI
po do týk a ti	PPRSI
